Date,High,Low,Open,Close,Volume,Adj Close
01/08/2019,98.66000366,93.80000305,95.75,95.09999847,1530400,95.09999847
02/08/2019,96,92.56600189,94.91999817,93.66000366,1117100,93.66000366
05/08/2019,91.19000244,87.29000092,90.69999695,89.69000244,1774400,89.69000244
06/08/2019,92.29000092,88.09999847,91.5,90.43000031,1028700,90.43000031
07/08/2019,93.16000366,88.01999664,89.01999664,92.44999695,996100,92.44999695
08/08/2019,95.83999634,93.01999664,93.56999969,95.76999664,925600,95.76999664
09/08/2019,95.48999786,93.30999756,94.79000092,94.19999695,800500,94.19999695
12/08/2019,94.18000031,91.11000061,93.05000305,92.16000366,779300,92.16000366
13/08/2019,96.22299957,92.05999756,92.05999756,95.44999695,1167200,95.44999695
14/08/2019,94.52200317,89.88999939,93.19999695,92.65000153,1265700,92.65000153
15/08/2019,93.44000244,89.69000244,92.76999664,90.63999939,1079800,90.63999939
16/08/2019,95,92.08000183,92.12000275,92.52999878,1259300,92.52999878
19/08/2019,96.19999695,92.88999939,94.18000031,93.16999817,1226000,93.16999817
20/08/2019,93.56999969,91.13999939,93,91.41000366,746100,91.41000366
21/08/2019,94.18099976,92.35399628,92.86000061,93.01000214,760000,93.01000214
22/08/2019,95.5,91.56999969,93.48000336,93.87999725,883000,93.87999725
23/08/2019,94.12999725,90.41000366,93.13999939,91.62999725,1368400,91.62999725
26/08/2019,93.5,91.44999695,92.33000183,91.76000214,697400,91.76000214
27/08/2019,93.69000244,90.44000244,92.59999847,91.73000336,825800,91.73000336
28/08/2019,91.37999725,88.71099854,91.16000366,90.16000366,1148300,90.16000366
29/08/2019,92.68000031,90.69999695,91.5,90.87000275,851800,90.87000275
30/08/2019,92.41999817,89.01999664,91.81999969,91.66999817,1186100,91.66999817
03/09/2019,94.23999786,90.75,91.5,92.45999908,1538900,92.45999908
04/09/2019,96,93.18000031,93.94999695,93.52999878,2400700,93.52999878
05/09/2019,94.37999725,88.51000214,94.23999786,92.69000244,4991800,92.69000244
06/09/2019,96.5,84.86000061,92,85.41000366,7289700,85.41000366
09/09/2019,85.94000244,77.19999695,85.75,78.65000153,6713800,78.65000153
10/09/2019,81.22100067,76.80999756,77,80.34999847,2813200,80.34999847
11/09/2019,81.86000061,78.5,80,80.70999908,2013600,80.70999908
12/09/2019,82.65000153,79.90000153,81.44999695,81.52999878,1955100,81.52999878
13/09/2019,82.47599792,78.26999664,81.56999969,78.84999847,1416800,78.84999847
16/09/2019,80.98999786,78.26000214,78.5,80.66999817,1630100,80.66999817
17/09/2019,84.81999969,79.52999878,81.48999786,84.63999939,2539900,84.63999939
18/09/2019,86,83.5,84.40000153,84.55000305,1835400,84.55000305
19/09/2019,85.34999847,83.25,85.19999695,84.62000275,1266600,84.62000275
20/09/2019,85.34999847,81.5,85,82.62999725,2050100,82.62999725
23/09/2019,83.59999847,81.80000305,82.29000092,82.62000275,677000,82.62000275
24/09/2019,82.93000031,79.45999908,82.43000031,80.01999664,2145400,80.01999664
25/09/2019,79.98999786,76.08000183,79.12000275,79.59999847,1924100,79.59999847
26/09/2019,80.62000275,78.61499786,79.25,79.75,920000,79.75
27/09/2019,79.82499695,75.08999634,79.69000244,76.04000092,2347400,76.04000092
30/09/2019,77,74.29000092,76.12999725,76.19999695,1356500,76.19999695
01/10/2019,77.48999786,75.20999908,76.43000031,75.80999756,1378100,75.80999756
02/10/2019,75.77999878,73.66000366,74.5,73.84999847,1388700,73.84999847
03/10/2019,78.48999786,73.38999939,73.90000153,76.83000183,2605800,76.83000183
04/10/2019,77.78299713,75.27999878,77,76.52999878,1799500,76.52999878
07/10/2019,77.43000031,75,76.98999786,76.98999786,1432200,76.98999786
08/10/2019,76.35399628,72.58000183,76.01000214,73.58999634,3156600,73.58999634
09/10/2019,75.05999756,72.75,74.22000122,72.86000061,1490100,72.86000061
10/10/2019,73.77999878,71.01000214,72.86000061,71.01000214,2282200,71.01000214
11/10/2019,72.88999939,70.90200043,71.37000275,71.34999847,2391800,71.34999847
14/10/2019,71.23999786,69.55000305,70.45999908,70.80000305,2218100,70.80000305
15/10/2019,71.26999664,68.37999725,68.76000214,71.11000061,10576600,71.11000061
16/10/2019,69.94999695,66.51000214,69.69999695,67.69000244,6061400,67.69000244
17/10/2019,68,66.76000214,67.08999634,67.02999878,3496800,67.02999878
18/10/2019,66.93000031,64.52999878,66.26000214,66.08000183,4819400,66.08000183
21/10/2019,66.5,64.15799713,65.29000092,65.76999664,3076500,65.76999664
22/10/2019,64.59999847,61.02000046,64.19999695,62,4584700,62
23/10/2019,63.74000168,60.9679985,61.33000183,62.06000137,3589200,62.06000137
24/10/2019,65.94000244,62.75999832,63,64.51999664,3433300,64.51999664
25/10/2019,64.98999786,62.79000092,64.33000183,63.45000076,1921900,63.45000076
28/10/2019,67.47000122,62.25999832,63.95999908,66.55999756,3509300,66.55999756
29/10/2019,67.11000061,64.80000305,65.76999664,65.48999786,1825300,65.48999786
30/10/2019,70.08999634,65.66000366,65.97000122,70,4670300,70
31/10/2019,70.08000183,66.59999847,69.51999664,69.88999939,3405300,69.88999939
01/11/2019,70.55000305,68.01999664,69.86000061,70.38999939,3561800,70.38999939
04/11/2019,70.84999847,69.01000214,70.80999756,70.12000275,1563100,70.12000275
05/11/2019,70.84999847,66.68000031,70.70999908,66.88999939,1805900,66.88999939
06/11/2019,67.12999725,65.36000061,66.94999695,66.83000183,1327400,66.83000183
07/11/2019,68.68000031,66.20999908,67.02999878,66.80999756,1128200,66.80999756
08/11/2019,70,66.51999664,66.54000092,69.84999847,1472400,69.84999847
11/11/2019,70.19000244,67.76000214,69.51000214,68.38999939,1037500,68.38999939
12/11/2019,70.05000305,67.55999756,68.5,68,1911000,68
13/11/2019,68.50800323,66.87000275,68,68.01000214,1987000,68.01000214
14/11/2019,68.15000153,66.70999908,67.76999664,67.73999786,932500,67.73999786
15/11/2019,71.09999847,67.91000366,68.12999725,70.01000214,2311800,70.01000214
18/11/2019,71.13999939,68.77999878,70.47000122,70.08000183,1676000,70.08000183
